"id","Month","Day","Year","Time","AM/PM","Day_of_Week","Object_1","Object_2","Street_Number","Street_Name","Cross_Street","Location"
29072,5,3,2013,"09:20:00","AM","Friday","Auto","Parked Vehicle","","HUDSON PL","Bow St"," HUDSON PL & Bow St Cambridge, MA"
29323,6,25,2013,"09:20:00","AM","Tuesday","Auto","Bicycle",1728,"Massachusetts Ave","","1728 Massachusetts Ave Cambridge, MA"
29655,9,19,2013,"09:20:00","AM","Thursday","Auto","Bicycle","","Putnam Ave","MOUNT AUBURN ST"," Putnam Ave & MOUNT AUBURN ST Cambridge, MA"
30606,4,10,2012,"09:20:00","AM","Tuesday","Auto","Auto","","Concord Ave","FAYERWEATHER ST"," Concord Ave & FAYERWEATHER ST Cambridge, MA"
30862,6,4,2012,"09:20:00","AM","Friday","Auto","Auto",30,"Brattle St","","30 Brattle St Cambridge, MA"
31007,7,11,2012,"09:20:00","AM","","Auto","Truck","","JFK St","Brattle St"," JFK St & Brattle St Cambridge, MA"
31060,7,27,2012,"09:20:00","AM","Friday","Auto","Fixed Object","","ELM ST",""," ELM ST &  Cambridge, MA"
31408,10,10,2012,"09:20:00","AM","Wednesday","Auto","Parked Vehicle","","New St","Concord Ave"," New St & Concord Ave Cambridge, MA"
30900,6,12,2012,"09:22:00","AM","Tuesday","Auto","Auto",2500,"Massachusetts Ave","","2500 Massachusetts Ave Cambridge, MA"
29524,8,17,2013,"09:23:00","AM","Saturday","Auto","Bicycle","","Massachusetts Ave","Russell St"," Massachusetts Ave & Russell St Cambridge, MA"
25096,11,22,2010,"09:24:00","AM","Monday","Auto","Parked Vehicle",42,"Walden St","","42 Walden St Cambridge, MA"
24156,5,6,2010,"09:25:00","AM","Thursday","Truck","Auto","","Fairmont Ave","Andrew St"," Fairmont Ave & Andrew St Cambridge, MA"
24268,5,30,2010,"09:25:00","AM","Sunday","Auto","Fixed Object","","Blanchard Rd","Concord Ave"," Blanchard Rd & Concord Ave Cambridge, MA"
24571,8,3,2010,"09:25:00","AM","Tuesday","Truck","Parked Vehicle","","Crawford St","Chatham St"," Crawford St & Chatham St Cambridge, MA"
25384,1,22,2011,"09:25:00","AM","Saturday","Auto","Auto","","Hampshire St","Windsor St"," Hampshire St & Windsor St Cambridge, MA"
26241,7,20,2011,"09:25:00","AM","Wednesday","Auto","Auto","","Concord Ave","MOULTON ST"," Concord Ave & MOULTON ST Cambridge, MA"
26334,8,11,2011,"09:25:00","AM","Thursday","Auto","Auto",42,"KINNAIRD ST","","42 KINNAIRD ST Cambridge, MA"
26616,10,13,2011,"09:25:00","AM","Thursday","Auto","Auto","","Cambridge St","LINE ST"," Cambridge St & LINE ST Cambridge, MA"
29395,7,18,2013,"09:25:00","AM","Thursday","Auto","Parked Vehicle",91,"SHERMAN ST","","91 SHERMAN ST Cambridge, MA"
25524,2,7,2011,"09:26:00","AM","Monday","Bus (Other)","Parked Vehicle",29,"ESSEX ST","","29 ESSEX ST Cambridge, MA"
26158,6,29,2011,"09:26:00","AM","Wednesday","Auto","Auto","","Bent St","FULKERSON ST"," Bent St & FULKERSON ST Cambridge, MA"
26235,7,19,2011,"09:26:00","AM","Tuesday","Auto","Auto","","PEARL ST","Chestnut St"," PEARL ST & Chestnut St Cambridge, MA"
30324,1,26,2012,"09:27:00","AM","Thursday","Auto","Auto","","Peabody St","Massachusetts Ave"," Peabody St & Massachusetts Ave Cambridge, MA"
31209,8,27,2012,"09:27:00","AM","Monday","Auto","Parked Vehicle",442,"Broadway","","442 Broadway Cambridge, MA"
24066,4,17,2010,"09:28:00","AM","","","","","","","  &  Cambridge, MA"
24067,4,17,2010,"09:28:00","AM","Saturday","Auto","Auto","","ROSELAND ST","FROST ST"," ROSELAND ST & FROST ST Cambridge, MA"
25360,1,18,2011,"09:29:00","AM","Tuesday","Auto","Auto",176,"SHERMAN ST","","176 SHERMAN ST Cambridge, MA"
23813,2,15,2010,"09:30:00","AM","Monday","Auto","Auto","","Inman St","Massachusetts Ave"," Inman St & Massachusetts Ave Cambridge, MA"
23841,2,24,2010,"09:30:00","AM","Wednesday","Auto","Fixed Object","","MOUNT AUBURN ST","Willard St"," MOUNT AUBURN ST & Willard St Cambridge, MA"
23900,3,11,2010,"09:30:00","AM","Thursday","Auto","Parked Vehicle",197,"Vassal Ln","","197 Vassal Ln Cambridge, MA"
24045,4,13,2010,"09:30:00","AM","Tuesday","Auto","Auto","","Columbia St","Hampshire St"," Columbia St & Hampshire St Cambridge, MA"
24146,5,4,2010,"09:30:00","AM","Tuesday","Auto","Auto","","Concord Ave","Blanchard Rd"," Concord Ave & Blanchard Rd Cambridge, MA"
24200,5,15,2010,"09:30:00","AM","Saturday","Auto","Auto","","Blackstone St","River St"," Blackstone St & River St Cambridge, MA"
24365,6,21,2010,"09:30:00","AM","Monday","Auto","Auto","","MOUNT AUBURN ST","Putnam Ave"," MOUNT AUBURN ST & Putnam Ave Cambridge, MA"
24440,7,9,2010,"09:30:00","AM","","Auto","Auto",274,"Putnam Ave","River St","274 Putnam Ave Cambridge, MA"
24634,8,19,2010,"09:30:00","AM","Thursday","Auto","Fixed Object","","POTTER ST","Third St"," POTTER ST & Third St Cambridge, MA"
24648,8,23,2010,"09:30:00","AM","Monday","Auto","Auto","","ROBERTS RD","Cambridge St"," ROBERTS RD & Cambridge St Cambridge, MA"
24677,8,27,2010,"09:30:00","AM","Friday","Auto","Auto","","FIRST ST","Rogers St"," FIRST ST & Rogers St Cambridge, MA"
24808,9,23,2010,"09:30:00","AM","Thursday","Auto","Bicycle","","QUINCY ST","Cambridge St"," QUINCY ST & Cambridge St Cambridge, MA"
24997,10,27,2010,"09:30:00","AM","Wednesday","Auto","Parked Vehicle",10,"Sixth St","","10 Sixth St Cambridge, MA"
24998,10,27,2010,"09:30:00","AM","Wednesday","Auto","Auto",1221,"Cambridge St","PROSPECT ST","1221 Cambridge St Cambridge, MA"
25084,11,19,2010,"09:30:00","AM","Friday","Auto","Parked Vehicle",108,"Columbia St","","108 Columbia St Cambridge, MA"
25107,11,19,2010,"09:30:00","AM","Friday","Truck","Auto","","Massachusetts Ave","Bay St"," Massachusetts Ave & Bay St Cambridge, MA"
25112,11,24,2010,"09:30:00","AM","Wednesday","Truck","Auto","","Gore St","Second St"," Gore St & Second St Cambridge, MA"
25205,12,7,2010,"09:30:00","AM","Tuesday","Auto","Auto",125,"MOUNT AUBURN ST","","125 MOUNT AUBURN ST Cambridge, MA"
25214,12,15,2010,"09:30:00","AM","Wednesday","Auto","Parked Vehicle","","Broadway","PROSPECT ST"," Broadway & PROSPECT ST Cambridge, MA"
25303,1,7,2011,"09:30:00","AM","Friday","Taxi","Auto",49,"White St","","49 White St Cambridge, MA"
25309,1,8,2011,"09:30:00","AM","Saturday","Auto","Parked Vehicle","","Bishop Allen Dr","SCHOOL ST"," Bishop Allen Dr & SCHOOL ST Cambridge, MA"
25389,1,23,2011,"09:30:00","AM","Sunday","Auto","Parked Vehicle",149,"Amory St","","149 Amory St Cambridge, MA"
25435,1,30,2011,"09:30:00","AM","Sunday","Auto","Parked Vehicle","","Broadway","Portland St"," Broadway & Portland St Cambridge, MA"
25575,2,13,2011,"09:30:00","AM","Sunday","Auto","Parked Vehicle",12,"Bigelow St","","12 Bigelow St Cambridge, MA"
25749,3,21,2011,"09:30:00","AM","Monday","Auto","Parked Vehicle","","Bent St","FIRST ST"," Bent St & FIRST ST Cambridge, MA"
25955,5,13,2011,"09:30:00","AM","Friday","Auto","Auto","","Massachusetts Ave","Alewife Brook Pky"," Massachusetts Ave & Alewife Brook Pky Cambridge, "
26038,6,5,2011,"09:30:00","AM","Sunday","Auto","Parked Vehicle","","FIFTH ST","Thorndike St"," FIFTH ST & Thorndike St Cambridge, MA"
26054,6,7,2011,"09:30:00","AM","Tuesday","Truck","Bicycle","","PROSPECT ST","GARDNER RD"," PROSPECT ST & GARDNER RD Cambridge, MA"
26148,6,26,2011,"09:30:00","AM","Sunday","Auto","Fixed Object",330,"River St","","330 River St Cambridge, MA"
26152,6,27,2011,"09:30:00","AM","Monday","Auto","Auto",2427,"Massachusetts Ave","","2427 Massachusetts Ave Cambridge, MA"
26445,9,6,2011,"09:30:00","AM","Tuesday","Auto","Bicycle","","QUINCY ST",""," QUINCY ST &  Cambridge, MA"
26657,10,19,2011,"09:30:00","AM","Wednesday","Taxi","Van","","PLYMPTON ST","MILL ST"," PLYMPTON ST & MILL ST Cambridge, MA"
26743,11,3,2011,"09:30:00","AM","Thursday","Truck","Parked Vehicle","","MAIN ST","Windsor St"," MAIN ST & Windsor St Cambridge, MA"
26751,11,4,2011,"09:30:00","AM","Friday","Auto","Bicycle","","Putnam Ave","River St"," Putnam Ave & River St Cambridge, MA"
26877,11,30,2011,"09:30:00","AM","Wednesday","Auto","Parked Vehicle",9,"SHERIDAN ST","","9 SHERIDAN ST Cambridge, MA"
26986,12,21,2011,"09:30:00","AM","Wednesday","Auto","Parked Vehicle","","Sidney St","Putnam Ave"," Sidney St & Putnam Ave Cambridge, MA"
28648,1,25,2013,"09:30:00","AM","Friday","Auto","Auto",11,"Ware St","","11 Ware St Cambridge, MA"
28946,4,4,2013,"09:30:00","AM","Thursday","Auto","Parked Vehicle",89,"Gore St","","89 Gore St Cambridge, MA"
28976,4,10,2013,"09:30:00","AM","Wednesday","Auto","Auto",1575,"Cambridge St","","1575 Cambridge St Cambridge, MA"
28987,4,15,2013,"09:30:00","AM","Monday","Auto","Auto",701,"Concord Ave","","701 Concord Ave Cambridge, MA"
29032,4,24,2013,"09:30:00","AM","Wednesday","Auto","Auto","","Massachusetts Ave","Alewife Brook Pky"," Massachusetts Ave & Alewife Brook Pky Cambridge, "
29064,4,28,2013,"09:30:00","AM","Sunday","Auto","Parked Vehicle",171,"SHERMAN ST","","171 SHERMAN ST Cambridge, MA"
29246,6,7,2013,"09:30:00","AM","Friday","Truck","Parked Vehicle","","Second St","Bent St"," Second St & Bent St Cambridge, MA"
29478,8,7,2013,"09:30:00","AM","Wednesday","Auto","Auto","","River St","MEMORIAL DR"," River St & MEMORIAL DR Cambridge, MA"
29592,9,3,2013,"09:30:00","AM","Tuesday","Auto","Parked Vehicle",71,"Fresh Pond Ln","","71 Fresh Pond Ln Cambridge, MA"
29652,9,18,2013,"09:30:00","AM","Wednesday","Auto","Auto","","Massachusetts Ave","Brattle St"," Massachusetts Ave & Brattle St Cambridge, MA"
29686,9,25,2013,"09:30:00","AM","Wednesday","Auto","Auto","","Vassar St","Massachusetts Ave"," Vassar St & Massachusetts Ave Cambridge, MA"
29772,10,14,2013,"09:30:00","AM","Monday","Auto","Auto","","Cambridge St","Columbia St"," Cambridge St & Columbia St Cambridge, MA"
29798,10,21,2013,"09:30:00","AM","Monday","Truck","Fixed Object","","Massachusetts Ave","MELLEN ST"," Massachusetts Ave & MELLEN ST Cambridge, MA"
29954,11,19,2013,"09:30:00","AM","Tuesday","Taxi","Bicycle","","Vassar St","MAIN ST"," Vassar St & MAIN ST Cambridge, MA"
29967,11,21,2013,"09:30:00","AM","Thursday","Auto","Auto","","Hampshire St","Cambridge St"," Hampshire St & Cambridge St Cambridge, MA"
30241,1,9,2012,"09:30:00","AM","Monday","Auto","Parked Vehicle",211,"Alewife Brook Pky","","211 Alewife Brook Pky Cambridge, MA"
30242,1,9,2012,"09:30:00","AM","Monday","Auto","Bicycle","","Massachusetts Ave","Landsdowne St"," Massachusetts Ave & Landsdowne St Cambridge, MA"
30272,1,15,2012,"09:30:00","AM","Sunday","Auto","Parked Vehicle",330,"MOUNT AUBURN ST","","330 MOUNT AUBURN ST Cambridge, MA"
30516,3,18,2012,"09:30:00","AM","Sunday","Auto","Auto","","Broadway","Windsor St"," Broadway & Windsor St Cambridge, MA"
30610,4,12,2012,"09:30:00","AM","","Auto","Parked Vehicle","","FROST ST","ROSELAND ST"," FROST ST & ROSELAND ST Cambridge, MA"
30871,6,4,2012,"09:30:00","AM","Monday","Auto","Parked Vehicle",725,"Concord Ave","","725 Concord Ave Cambridge, MA"
30955,6,28,2012,"09:30:00","AM","Tuesday","Auto","Auto","","Bolton St","SHERMAN ST"," Bolton St & SHERMAN ST Cambridge, MA"
31395,10,9,2012,"09:30:00","AM","Tuesday","Auto","Auto",222,"Broadway","","222 Broadway Cambridge, MA"
31478,10,25,2012,"09:30:00","AM","Thursday","Bus (Other)","Auto","","Cambridge St",""," Cambridge St &  Cambridge, MA"
31583,11,19,2012,"09:30:00","AM","Monday","Auto","Parked Vehicle","","Western Ave",""," Western Ave &  Cambridge, MA"
31668,12,10,2012,"09:30:00","AM","Monday","Auto","Bicycle","","MAIN ST","Ames St"," MAIN ST & Ames St Cambridge, MA"
24226,5,21,2010,"09:31:00","AM","Friday","Bus (Other)","Auto",149,"Putnam Ave","","149 Putnam Ave Cambridge, MA"
31205,8,28,2012,"09:31:00","AM","Tuesday","Auto","Auto","","Massachusetts Ave","MEACH","AM RD"
24809,9,23,2010,"09:32:00","AM","Thursday","Auto","Bicycle","","JFK St","ELIOT ST"," JFK St & ELIOT ST Cambridge, MA"
26591,10,7,2011,"09:32:00","AM","Friday","Auto","Auto","","Putnam Ave","KINNAIRD ST"," Putnam Ave & KINNAIRD ST Cambridge, MA"
26310,8,5,2011,"09:34:00","AM","Friday","Auto","Auto","","Cardinal Medeiros Ave","Lilac Ct"," Cardinal Medeiros Ave & Lilac Ct Cambridge, MA"
28627,1,18,2013,"09:34:00","AM","Friday","Auto","Auto","","FULKERSON ST","Binney St"," FULKERSON ST & Binney St Cambridge, MA"
25279,12,14,2010,"09:35:00","AM","Tuesday","Van","Auto","","Putnam Ave","HINGH","AM ST"
31198,8,27,2012,"09:35:00","AM","Monday","Auto","Bicycle","","Massachusetts Ave","HANCOCK ST"," Massachusetts Ave & HANCOCK ST Cambridge, MA"
31437,10,17,2012,"09:35:00","AM","Wednesday","Auto","Auto",1,"MEMORIAL DR","","1 MEMORIAL DR Cambridge, MA"
31479,10,25,2012,"09:35:00","AM","Thursday","Auto","Bicycle","","Cambridge St","FELTON ST"," Cambridge St & FELTON ST Cambridge, MA"
24489,7,16,2010,"09:37:00","AM","Friday","Auto","Auto","","Sidney St","Putnam Ave"," Sidney St & Putnam Ave Cambridge, MA"
30709,5,6,2012,"09:37:00","AM","Sunday","Auto","Auto","","Washington Ave","PINE ST"," Washington Ave & PINE ST Cambridge, MA"
24029,4,10,2010,"09:39:00","AM","Saturday","Auto","Fixed Object","","","","  &  Cambridge, MA"
26625,10,14,2011,"09:39:00","AM","Friday","Auto","Auto","","Broadway","Windsor St"," Broadway & Windsor St Cambridge, MA"
24545,7,30,2010,"09:40:00","AM","Friday","Auto","Bicycle","","MEMORIAL DR","Vassar St"," MEMORIAL DR & Vassar St Cambridge, MA"
24956,10,18,2010,"09:40:00","AM","Monday","Auto","Auto","","Walden St","HUTCHINSON ST"," Walden St & HUTCHINSON ST Cambridge, MA"
24999,10,27,2010,"09:40:00","AM","Wednesday","Auto","Bicycle","","Massachusetts Ave","GARFIELD ST"," Massachusetts Ave & GARFIELD ST Cambridge, MA"
25202,12,15,2010,"09:40:00","AM","Wednesday","Taxi","Auto",1620,"Cambridge St","","1620 Cambridge St Cambridge, MA"
25833,4,11,2011,"09:40:00","AM","Monday","Auto","Auto",1740,"Massachusetts Ave","","1740 Massachusetts Ave Cambridge, MA"
26048,5,6,2011,"09:40:00","AM","Monday","Auto","Parked Vehicle","","Rindge Ave","MIDDLESEX ST"," Rindge Ave & MIDDLESEX ST Cambridge, MA"
26341,8,12,2011,"09:40:00","AM","Friday","Truck","Bicycle","","Franklin St","Western Ave"," Franklin St & Western Ave Cambridge, MA"
26592,10,7,2011,"09:40:00","AM","Friday","Bicycle","Pedestrian",583,"MOUNT AUBURN ST","","583 MOUNT AUBURN ST Cambridge, MA"
26770,11,9,2011,"09:40:00","AM","Wednesday","Truck","Auto","","Cedar St","Rindge Ave"," Cedar St & Rindge Ave Cambridge, MA"
26909,12,9,2011,"09:40:00","AM","Friday","Auto","Auto","","Galileo Galilei Way","Broadway"," Galileo Galilei Way & Broadway Cambridge, MA"
26937,12,11,2011,"09:40:00","AM","","Auto","Auto","","MOUNT AUBURN ST","Dewolfe St"," MOUNT AUBURN ST & Dewolfe St Cambridge, MA"
26973,12,23,2011,"09:40:00","AM","Friday","Auto","Auto","","MOUNT AUBURN ST","Aberdeen Way"," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA"
26976,12,24,2011,"09:40:00","AM","Saturday","Auto","Parked Vehicle",52,"New St","","52 New St Cambridge, MA"
28694,2,1,2013,"09:40:00","AM","Friday","Auto","Auto",6,"Bennett St","","6 Bennett St Cambridge, MA"
28928,3,29,2013,"09:40:00","AM","Friday","Auto","Parked Vehicle",1000,"Massachusetts Ave","HARWELL DR","1000 Massachusetts Ave Cambridge, MA"
29823,10,24,2013,"09:40:00","AM","Thursday","Auto","Parked Vehicle","","FROST ST","PRENTISS ST"," FROST ST & PRENTISS ST Cambridge, MA"
30079,12,18,2013,"09:40:00","AM","Wednesday","Auto","Auto","","Broadway","Clark St"," Broadway & Clark St Cambridge, MA"
30666,4,27,2012,"09:40:00","AM","Friday","Auto","Auto","","PLEASANT ST","Western Ave"," PLEASANT ST & Western Ave Cambridge, MA"
30810,5,23,2012,"09:40:00","AM","Wednesday","Auto","Fixed Object",40,"PLYMPTON ST","","40 PLYMPTON ST Cambridge, MA"
30826,5,30,2012,"09:40:00","AM","Wednesday","Auto","Auto","","Winslow St","SHERMAN ST"," Winslow St & SHERMAN ST Cambridge, MA"
30833,5,30,2012,"09:40:00","AM","Wednesday","Auto","Truck",40,"ST SAUVEUR CT","","40 ST SAUVEUR CT Cambridge, MA"
30846,6,1,2012,"09:40:00","AM","Friday","Auto","Auto","","River St","KINNAIRD ST"," River St & KINNAIRD ST Cambridge, MA"
31473,10,24,2012,"09:40:00","AM","Wednesday","Auto","Parked Vehicle",2030,"Massachusetts Ave","","2030 Massachusetts Ave Cambridge, MA"
31515,11,2,2012,"09:40:00","AM","Friday","Auto","Auto","","FELTON ST",""," FELTON ST &  Cambridge, MA"
31557,11,13,2012,"09:40:00","AM","Sunday","Auto","Auto",625,"MOUNT AUBURN ST","","625 MOUNT AUBURN ST Cambridge, MA"
25748,3,21,2011,"09:41:00","AM","Monday","Auto","Auto","","Massachusetts Ave","Beech St"," Massachusetts Ave & Beech St Cambridge, MA"
26185,7,7,2011,"09:41:00","AM","","Truck","Fixed Object","","SHERIDAN ST","Wood St"," SHERIDAN ST & Wood St Cambridge, MA"
26493,9,16,2011,"09:41:00","AM","Friday","Auto","Auto","","Cambridge St","FULKERSON ST"," Cambridge St & FULKERSON ST Cambridge, MA"
30354,2,3,2012,"09:41:00","AM","Friday","Auto","Auto",2541,"Massachusetts Ave","","2541 Massachusetts Ave Cambridge, MA"
24395,6,29,2010,"09:42:00","AM","Tuesday","Auto","Taxi","","Brookline St","GREEN ST"," Brookline St & GREEN ST Cambridge, MA"
25168,12,7,2010,"09:42:00","AM","Tuesday","Auto","Pedestrian",225,"Hampshire St","Cambridge St","225 Hampshire St Cambridge, MA"
30221,1,1,2012,"09:42:00","AM","Sunday","Auto","Auto","","DOUGLASS ST","Bishop Allen Dr"," DOUGLASS ST & Bishop Allen Dr Cambridge, MA"
24245,5,25,2010,"09:43:00","AM","Tuesday","Auto","Auto","","Cambridge St","ROBERTS RD"," Cambridge St & ROBERTS RD Cambridge, MA"
26442,9,3,2011,"09:43:00","AM","Saturday","Auto","Parked Vehicle",110,"Hampshire St","","110 Hampshire St Cambridge, MA"
30422,2,21,2012,"09:44:00","AM","Tuesday","Auto","Auto","","MAGAZINE ST","Auburn St"," MAGAZINE ST & Auburn St Cambridge, MA"
31298,9,18,2012,"09:44:00","AM","Tuesday","Truck","Auto","","MAIN ST","Windsor St"," MAIN ST & Windsor St Cambridge, MA"
23703,1,18,2010,"09:45:00","AM","Monday","Truck","Fixed Object",589,"MOUNT AUBURN ST","Brattle St","589 MOUNT AUBURN ST Cambridge, MA"
23861,3,1,2010,"09:45:00","AM","Monday","Auto","Truck","","SARGENT ST","NOTRE D","AME AVE"
23998,4,3,2010,"09:45:00","AM","Saturday","Auto","Auto","","Portland St","Washington Ave"," Portland St & Washington Ave Cambridge, MA"
24042,4,12,2010,"09:45:00","AM","Monday","Auto","Auto",4,"NEWTON ST","","4 NEWTON ST Cambridge, MA"
24479,7,15,2010,"09:45:00","AM","Thursday","Auto","Auto",9,"Fresh Pond Ln","","9 Fresh Pond Ln Cambridge, MA"
24501,7,20,2010,"09:45:00","AM","Tuesday","Auto","Pedestrian",77,"Massachusetts Ave","Vassar St","77 Massachusetts Ave Cambridge, MA"
24690,8,31,2010,"09:45:00","AM","Tuesday","Auto","Parked Vehicle","","LEXINGTON AVE","Worthington St"," LEXINGTON AVE & Worthington St Cambridge, MA"
25121,11,29,2010,"09:45:00","AM","Monday","Auto","Auto","","Western Ave","Putnam Ave"," Western Ave & Putnam Ave Cambridge, MA"
25206,12,7,2010,"09:45:00","AM","Tuesday","Auto","Auto","","ELIOT ST","Bennett St"," ELIOT ST & Bennett St Cambridge, MA"
25300,1,6,2011,"09:45:00","AM","Thursday","Auto","Auto",799,"Concord Ave","Blanchard Rd","799 Concord Ave Cambridge, MA"
25663,3,1,2011,"09:45:00","AM","Monday","Auto","Bicycle",2469,"Massachusetts Ave","","2469 Massachusetts Ave Cambridge, MA"
26266,7,27,2011,"09:45:00","AM","Wednesday","Bus (Other)","Fixed Object",105,"Massachusetts Ave","Vassar St","105 Massachusetts Ave Cambridge, MA"
26352,8,15,2011,"09:45:00","AM","Monday","Bus (Other)","Auto","","MOUNT AUBURN ST",""," MOUNT AUBURN ST &  Cambridge, MA"
26698,10,26,2011,"09:45:00","AM","Wednesday","Auto","Auto","","Ames St","Amherst St"," Ames St & Amherst St Cambridge, MA"
28769,2,18,2013,"09:45:00","AM","Monday","Taxi","Auto",5,"Third St","","5 Third St Cambridge, MA"
29054,4,29,2013,"09:45:00","AM","Monday","Auto","Auto",96,"Hampshire St","","96 Hampshire St Cambridge, MA"
29176,5,23,2013,"09:45:00","AM","Thursday","Auto","Auto","","MOUNT AUBURN ST","Coolidge Ave"," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA"
29345,6,28,2013,"09:45:00","AM","Friday","Auto","Auto","","River St","MEMORIAL DR"," River St & MEMORIAL DR Cambridge, MA"
29671,9,24,2013,"09:45:00","AM","Tuesday","Auto","Auto","","Upland Rd","MASSACHUSETTS  AVE BRDG"," Upland Rd & MASSACHUSETTS  AVE BRDG Cambridge, MA"
29682,9,26,2013,"09:45:00","AM","Thursday","Auto","Pedestrian","","Brookline St","Franklin St"," Brookline St & Franklin St Cambridge, MA"
30834,5,30,2012,"09:45:00","AM","Wednesday","Auto","Parked Vehicle",725,"Concord Ave","","725 Concord Ave Cambridge, MA"
31397,10,5,2012,"09:45:00","AM","Friday","Truck","Auto","","Allston St","Brookline St"," Allston St & Brookline St Cambridge, MA"
24892,10,6,2010,"09:46:00","AM","Wednesday","Auto","Auto",160,"PLEASANT ST","","160 PLEASANT ST Cambridge, MA"
29536,8,21,2013,"09:46:00","AM","Wednesday","Auto","Bicycle","","Massachusetts Ave","Sidney St"," Massachusetts Ave & Sidney St Cambridge, MA"
29825,10,24,2013,"09:46:00","AM","Thursday","Auto","Auto","","Broadway","Galileo Galilei Way"," Broadway & Galileo Galilei Way Cambridge, MA"
26936,12,10,2011,"09:47:00","AM","","Auto","Auto","","Walden St",""," Walden St &  Cambridge, MA"
31550,11,9,2012,"09:47:00","AM","Friday","Auto","Auto","","River St","Franklin St"," River St & Franklin St Cambridge, MA"
30697,5,3,2012,"09:48:00","AM","Thursday","Auto","Auto",77,"MOUNT AUBURN ST","","77 MOUNT AUBURN ST Cambridge, MA"
23804,2,16,2010,"09:49:00","AM","Tuesday","Auto","Parked Vehicle",41,"Magee St","","41 Magee St Cambridge, MA"
24993,10,25,2010,"09:50:00","AM","Monday","Truck","Parked Vehicle","","Church St","PALMER ST"," Church St & PALMER ST Cambridge, MA"
25614,2,21,2011,"09:50:00","AM","Monday","Auto","Auto","","ROBERTS RD","Adams Ter"," ROBERTS RD & Adams Ter Cambridge, MA"
26142,6,25,2011,"09:50:00","AM","Saturday","Auto","Auto",197,"Vassal Ln","","197 Vassal Ln Cambridge, MA"
26529,9,23,2011,"09:50:00","AM","Friday","Taxi","Pedestrian","","Broadway","Windsor St"," Broadway & Windsor St Cambridge, MA"
26653,10,18,2011,"09:50:00","AM","Tuesday","Auto","Truck","","MOUNT AUBURN ST","HOLYOKE ST"," MOUNT AUBURN ST & HOLYOKE ST Cambridge, MA"
26799,11,15,2011,"09:50:00","AM","Tuesday","Auto","Parked Vehicle","","Cambridge St","Warren St"," Cambridge St & Warren St Cambridge, MA"
26896,12,7,2011,"09:50:00","AM","Wednesday","Auto","Auto","","River St","Fairmont Ave"," River St & Fairmont Ave Cambridge, MA"
26939,12,16,2011,"09:50:00","AM","Friday","Auto","Parked Vehicle","","GARDEN ST","Massachusetts Ave"," GARDEN ST & Massachusetts Ave Cambridge, MA"
28583,1,5,2013,"09:50:00","AM","Saturday","Auto","Truck","","East St","Monsignor OBrien Hwy"," East St & Monsignor OBrien Hwy Cambridge, MA"
28605,1,10,2013,"09:50:00","AM","Thursday","Auto","Truck","","Third St","SPRING ST"," Third St & SPRING ST Cambridge, MA"
28831,3,4,2013,"09:50:00","AM","Sunday","Taxi","Auto",77,"Massachusetts Ave","","77 Massachusetts Ave Cambridge, MA"
29411,7,22,2013,"09:50:00","AM","Monday","Auto","Auto","","Massachusetts Ave","Clarendon Ave"," Massachusetts Ave & Clarendon Ave Cambridge, MA"
29534,8,21,2013,"09:50:00","AM","Wednesday","Auto","Bicycle","","HARVARD ST","Trowbridge St"," HARVARD ST & Trowbridge St Cambridge, MA"
29585,9,5,2013,"09:50:00","AM","Thursday","Truck","Bicycle",1039,"Massachusetts Ave","","1039 Massachusetts Ave Cambridge, MA"
29853,10,29,2013,"09:50:00","AM","Tuesday","Auto","Parked Vehicle","","PACIFIC ST","Albany St"," PACIFIC ST & Albany St Cambridge, MA"
31045,7,23,2012,"09:50:00","AM","Monday","Auto","Parked Vehicle","","Sacramento Pl","Massachusetts Ave"," Sacramento Pl & Massachusetts Ave Cambridge, MA"
31149,8,15,2012,"09:50:00","AM","Wednesday","Auto","Auto","","Cambridge St","Berkshire St"," Cambridge St & Berkshire St Cambridge, MA"
31329,9,24,2012,"09:50:00","AM","Monday","Auto","Motorcycle","","River St","Blackstone St"," River St & Blackstone St Cambridge, MA"
31362,9,17,2012,"09:50:00","AM","","Auto","Bicycle","","Massachusetts Ave","PEARL ST"," Massachusetts Ave & PEARL ST Cambridge, MA"
31409,10,10,2012,"09:50:00","AM","Wednesday","Auto","Auto","","MOUNT AUBURN ST","HOMER AVE"," MOUNT AUBURN ST & HOMER AVE Cambridge, MA"
25248,12,7,2010,"09:51:00","AM","","Bus (Other)","Auto","","MOUNT AUBURN ST","HAWTHORNE ST"," MOUNT AUBURN ST & HAWTHORNE ST Cambridge, MA"
25415,1,27,2011,"09:51:00","AM","Thursday","Truck","Parked Vehicle",87,"Cherry St","Washington Ave","87 Cherry St Cambridge, MA"
23811,2,18,2010,"09:52:00","AM","Thursday","Auto","Pedestrian","","Brattle St","Appian Way"," Brattle St & Appian Way Cambridge, MA"
25085,11,19,2010,"09:52:00","AM","Friday","Truck","Parked Vehicle",101,"MAIN ST","","101 MAIN ST Cambridge, MA"
29974,11,23,2013,"09:52:00","AM","Saturday","Auto","Pedestrian",77,"OXFORD AVE","","77 OXFORD AVE Cambridge, MA"
26282,7,29,2011,"09:54:00","AM","Friday","Auto","Auto",297,"Broadway","","297 Broadway Cambridge, MA"
