"Month","Day","Year","Location","Object_1","Object_2","Events"
11,15,2011,"AMBERT ST","Truck","Bicycle","Rain"
11,15,2011," FIRST ST & Cambridgeside Pl Cambridge, MA","Auto","Auto","Rain"
11,15,2011,"850 Cambridge St Cambridge, MA","Auto","Parked Vehicle","Rain"
11,1,2011,"211 Alewife Brook Pky Cambridge, MA","Auto","Parked Vehicle",""
11,12,2011,"150 ERIE ST Cambridge, MA","Van","Parked Vehicle",""
11,16,2011,"11 Blackstone St Cambridge, MA","Auto","Parked Vehicle","Rain"
11,16,2011," HOLYOKE ST &  Cambridge, MA","Truck","Pedestrian","Rain"
11,16,2011," PROSPECT ST & Broadway Cambridge, MA","Truck","Parked Vehicle","Rain"
11,16,2011,"AMBERT ST","Auto","Fixed Object","Rain"
11,16,2011,"222 Broadway Cambridge, MA","Auto","Auto","Rain"
11,15,2011,"320 Broadway Cambridge, MA","Auto","Bicycle","Rain"
11,16,2011," Western Ave & Blackstone St Cambridge, MA","Auto","Parked Vehicle","Rain"
11,16,2011,"340 River St Cambridge, MA","Auto","Pedestrian","Rain"
11,16,2011,"13 REGENT ST Cambridge, MA","Motorcycle","Parked Vehicle","Rain"
11,17,2011,"79 JFK St Cambridge, MA","Auto","Auto","Rain"
11,17,2011,"232 Broadway Cambridge, MA","Auto","Bicycle","Rain"
11,17,2011," Walden St & Raymond St Cambridge, MA","Auto","Auto","Rain"
11,9,2011," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA","Auto","Pedestrian",""
11,10,2011,"196 Raymond St Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
11,16,2011," Massachusetts Ave & FRESH POND PKY Cambridge, MA","Auto","Parked Vehicle","Rain"
11,16,2011,"124 MOUNT AUBURN ST Cambridge, MA","Auto","Auto","Rain"
11,17,2011,"777 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle","Rain"
11,17,2011,"1300 Massachusetts Ave Cambridge, MA","Auto","Auto","Rain"
11,17,2011,"75 PLYMOUTH ST Cambridge, MA","Auto","Parked Vehicle","Rain"
11,17,2011,"71 FULKERSON ST Cambridge, MA","Auto","Parked Vehicle","Rain"
11,18,2011,"457 MOUNT AUBURN ST Cambridge, MA","Auto","Fixed Object",""
11,18,2011," ORCHARD ST & Blake St Cambridge, MA","Auto","Bicycle",""
11,18,2011," JFK St & SOUTH ST Cambridge, MA","Auto","Auto",""
11,19,2011," Putnam Ave & KINNAIRD ST Cambridge, MA","Auto","Auto",""
11,19,2011," Cambridge St & Columbia St Cambridge, MA","Auto","Pedestrian",""
11,19,2011,"186 Alewife Brook Pky Cambridge, MA","Auto","Auto",""
11,19,2011,"350 Third St Cambridge, MA","Auto","Bicycle",""
11,20,2011," Windsor St & Cambridge St Cambridge, MA","Auto","Parked Vehicle",""
11,20,2011," HARVARD ST & PROSPECT ST Cambridge, MA","Auto","Bicycle",""
11,21,2011," Massachusetts Ave & Rindge Ave Cambridge, MA","Auto","Truck",""
11,22,2011," MOUNT AUBURN ST & PLYMPTON ST Cambridge, MA","Auto","Truck","Rain"
11,19,2011," Willow St & York St Cambridge, MA","Auto","Parked Vehicle",""
11,22,2011," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA","Auto","Auto","Rain"
11,23,2011," Bow St & Arrow St Cambridge, MA","Auto","Parked Vehicle","Rain"
11,23,2011," Hampshire St & PROSPECT ST Cambridge, MA","Auto","Pedestrian","Rain"
11,23,2011," PEARL ST & Tufts St Cambridge, MA","Auto","Parked Vehicle","Rain"
11,23,2011,"75 HANCOCK ST Cambridge, MA","Auto","Parked Vehicle","Rain"
11,23,2011,"650 Concord Ave Cambridge, MA","Auto","Auto","Rain"
11,24,2011," Massachusetts Ave & Alewife Brook Pky Cambridge, ","Auto","Auto",""
11,25,2011,"364 Rindge Ave Cambridge, MA","Auto","Parked Vehicle",""
11,25,2011," Massachusetts Ave & Vassar St Cambridge, MA","Auto","Auto",""
11,26,2011," Massachusetts Ave & Shepard St Cambridge, MA","Auto","Auto",""
11,26,2011," Cambridge St & Massachusetts Ave Cambridge, MA","Auto","Auto",""
11,26,2011," Massachusetts Ave & STATE ST Cambridge, MA","Taxi","Bicycle",""
11,27,2011," JAY ST & KINNAIRD ST Cambridge, MA","Auto","Parked Vehicle","Fog"
11,27,2011," Massachusetts Ave & Beech St Cambridge, MA","Auto","Auto","Fog"
11,28,2011,"725 Concord Ave Cambridge, MA","Auto","Parked Vehicle",""
11,28,2011,"1580 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
11,28,2011," MASON ST & GARDEN ST Cambridge, MA","Auto","Auto",""
11,22,2011,"15 HARDING ST Cambridge, MA","Auto","Fixed Object","Rain"
11,24,2011,"1702 Massachusetts Ave Cambridge, MA","Taxi","Parked Vehicle",""
11,27,2011," PLEASANT ST & GREEN ST Cambridge, MA","Auto","Auto","Fog"
11,28,2011,"200 Alewife Brook Pky Cambridge, MA","Auto","Parked Vehicle",""
11,28,2011,"6 JEFFERSON PARK Cambridge, MA","Auto","Fixed Object",""
11,29,2011," Porter Sq &  Cambridge, MA","Auto","Parked Vehicle","Rain"
11,29,2011,"17 SHEA RD Cambridge, MA","Auto","Parked Vehicle","Rain"
11,29,2011," Ware St & HARVARD ST Cambridge, MA","Auto","Auto","Rain"
11,29,2011,"195 PROSPECT ST Cambridge, MA","Auto","Auto","Rain"
11,30,2011," Massachusetts Ave & Woodbridge St Cambridge, MA","Auto","Auto","Rain"
11,30,2011,"592 HURON AVE Cambridge, MA","Auto","Auto","Rain"
11,30,2011,"860 Massachusetts Ave Cambridge, MA","Auto","Pedestrian","Rain"
11,30,2011," Ames St & Amherst St Cambridge, MA","Auto","Bicycle","Rain"
11,30,2011," River St & Blackstone St Cambridge, MA","Auto","Bicycle","Rain"
11,30,2011," Broadway & Galileo Galilei Way Cambridge, MA","Auto","Bicycle","Rain"
11,30,2011," Winthrop Sq & JFK St Cambridge, MA","Auto","Auto","Rain"
11,30,2011," DUNSTER ST & MOUNT AUBURN ST Cambridge, MA","Truck","Parked Vehicle","Rain"
11,30,2011," Brookline St & Putnam Ave Cambridge, MA","Taxi","Bicycle","Rain"
12,1,2011," GARDEN ST & Winslow St Cambridge, MA","Auto","Auto",""
11,30,2011,"9 SHERIDAN ST Cambridge, MA","Auto","Parked Vehicle","Rain"
12,1,2011," Market St & Windsor St Cambridge, MA","Auto","Parked Vehicle",""
12,2,2011," MAIN ST & Portland St Cambridge, MA","Auto","Pedestrian",""
12,3,2011,"70 Porter Rd Cambridge, MA","Auto","Parked Vehicle",""
12,3,2011,"18 White St Cambridge, MA","Auto","Auto",""
12,3,2011," Sidney St & ERIE ST Cambridge, MA","Auto","Auto",""
12,3,2011," Cambridge St & Warren St Cambridge, MA","MBTA Bus","Pedestrian",""
4,30,2011,"211 Alewife Brook Pky Cambridge, MA","Auto","Pedestrian",""
11,9,2011," Massachusetts Ave & Linden St Cambridge, MA","Auto","Pedestrian",""
12,5,2011," Walker St & GARDEN ST Cambridge, MA","Auto","Parked Vehicle",""
12,5,2011," Massachusetts Ave & Cogswell Ave Cambridge, MA","Auto","Auto",""
12,4,2011,"43 HOMER AVE Cambridge, MA","Auto","Parked Vehicle",""
12,4,2011,"2055 Massachusetts Ave Cambridge, MA","Auto","Auto",""
12,5,2011,"59 Rindge Ave Cambridge, MA","Auto","Fixed Object",""
12,6,2011,"435 Broadway Cambridge, MA","Auto","Auto","Rain"
12,6,2011,"211 Alewife Brook Pky Cambridge, MA","Auto","Parked Vehicle","Rain"
12,6,2011," GARDEN ST & Shepard St Cambridge, MA","Auto","Auto","Rain"
12,6,2011," Woodbridge St & Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle","Rain"
12,6,2011," FRESH POND PKY & Concord Ave Cambridge, MA","Auto","Van","Rain"
12,7,2011," River St & Fairmont Ave Cambridge, MA","Auto","Auto","Rain"
12,7,2011," Peabody St & Broadway Cambridge, MA","Auto","Auto","Rain"
12,7,2011," MASON ST & PHILLIPS PL Cambridge, MA","Auto","Auto","Rain"
12,7,2011,"96 Concord Ave Cambridge, MA","Auto","Pedestrian","Rain"
12,7,2011," Second St & Binney St Cambridge, MA","Auto","Pedestrian","Rain"
12,7,2011," Putnam Ave & PLEASANT ST Cambridge, MA","Auto","Pedestrian","Rain"
12,7,2011," Franklin St & Blanche St Cambridge, MA","Auto","Pedestrian","Rain"
12,8,2011,"39 MONTGOMERY ST Cambridge, MA","Auto","Auto","Rain"
12,8,2011,"99 LEXINGTON AVE Cambridge, MA","Auto","Auto","Rain"
12,8,2011," GARDEN ST & Waterhouse St Cambridge, MA","Auto","Auto","Rain"
12,8,2011," Hampshire St & Amory St Cambridge, MA","Auto","Auto","Rain"
12,1,2011," Massachusetts Ave & Washburn Ave Cambridge, MA","Auto","Parked Vehicle",""
12,9,2011," Galileo Galilei Way & Broadway Cambridge, MA","Auto","Auto",""
12,9,2011,"2254 Massachusetts Ave Cambridge, MA","Auto","Pedestrian",""
12,9,2011," PRENTISS ST & OXFORD AVE Cambridge, MA","Auto","Auto",""
12,10,2011,"1611 Cambridge St Cambridge, MA","Auto","Auto",""
11,10,2011,"41 Hampshire St Cambridge, MA","Auto","Auto","Fog-Rain"
12,11,2011,"1815 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
12,12,2011,"301 Binney St Cambridge, MA","Truck","Parked Vehicle",""
12,12,2011," FIRST ST & Cambridgeside Pl Cambridge, MA","Auto","Auto",""
12,12,2011," MOUNT AUBURN ST & Willard St Cambridge, MA","Motorcycle","Auto",""
12,12,2011,"49 White St Cambridge, MA","Auto","Parked Vehicle",""
12,12,2011," Windsor St & Market St Cambridge, MA","School Bus","Parked Vehicle",""
12,13,2011," Massachusetts Ave & Vassar St Cambridge, MA","Auto","Bicycle",""
12,13,2011," Massachusetts Ave & Hollis St Cambridge, MA","Auto","Auto",""
12,13,2011," Amory St &  Cambridge, MA","Auto","Parked Vehicle",""
12,13,2011," Massachusetts Ave & GARDEN ST Cambridge, MA","Auto","Auto",""
12,12,2011," Land Blvd & Cambridge Ctr Cambridge, MA","Auto","Parked Vehicle",""
12,14,2011," HEWS ST & Callender St Cambridge, MA","Auto","Parked Vehicle",""
12,14,2011,"725 Concord Ave Cambridge, MA","Auto","Parked Vehicle",""
12,14,2011,"4 EXETER PARK Cambridge, MA","Auto","Pedestrian",""
12,14,2011," MAGAZINE ST & GLENWOOD AVE Cambridge, MA","Auto","Auto",""
12,14,2011,"1430 Massachusetts Ave Cambridge, MA","Auto","Bicycle",""
12,9,2011,"114 MAGAZINE ST Cambridge, MA","Auto","Parked Vehicle",""
12,15,2011," MOUNT AUBURN ST & FRESH POND PKY Cambridge, MA","Auto","Auto","Rain"
12,15,2011," Porter Sq &  Cambridge, MA","Auto","Parked Vehicle","Rain"
12,15,2011,"35 White St Cambridge, MA","Auto","Parked Vehicle","Rain"
12,15,2011,"459 Broadway Cambridge, MA","Auto","Auto","Rain"
12,13,2011,"515 Concord Ave Cambridge, MA","Auto","Auto",""
12,10,2011," Walden St &  Cambridge, MA","Auto","Auto",""
12,11,2011," MOUNT AUBURN ST & Dewolfe St Cambridge, MA","Auto","Auto",""
12,15,2011," MAIN ST & Ames St Cambridge, MA","Auto","Pedestrian","Rain"
12,16,2011," GARDEN ST & Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
12,16,2011,"24 LOCKE ST Cambridge, MA","Auto","Fixed Object",""
12,16,2011," Binney St & Third St Cambridge, MA","Auto","Auto",""
12,16,2011," Galileo Galilei Way & MAIN ST Cambridge, MA","Auto","Auto",""
12,16,2011," Galileo Galilei Way & MAIN ST Cambridge, MA","Taxi","Taxi",""
12,7,2011," DUDLEY ST & Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle","Rain"
12,17,2011,"1688 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
12,18,2011," Binney St & Third St Cambridge, MA","Auto","Taxi",""
12,18,2011," Broadway & QUINCY ST Cambridge, MA","Auto","Fixed Object",""
12,18,2011," Peabody St & Massachusetts Ave Cambridge, MA","Auto","Miscellaneous",""
12,18,2011," Waterhouse St & Cambridge Common Cambridge, MA","Auto","Parked Vehicle",""
12,19,2011," Broadway & Portland St Cambridge, MA","Auto","Auto",""
12,19,2011,"722 Cambridge St Cambridge, MA","Auto","Auto",""
12,19,2011," Cambridge St & Windsor St Cambridge, MA","Auto","Auto",""
12,19,2011," Brookline Pl & Pilgrim St Cambridge, MA","Auto","Parked Vehicle",""
12,19,2011,"125 Sidney St Cambridge, MA","Auto","Parked Vehicle",""
12,19,2011," Massachusetts Ave & LEE ST Cambridge, MA","Auto","Miscellaneous",""
12,20,2011," MOUNT AUBURN ST & DUNSTER ST Cambridge, MA","Auto","Pedestrian",""
12,15,2011,"2362 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle","Rain"
12,16,2011," MAIN ST & Vassar St Cambridge, MA","Auto","Bicycle",""
12,17,2011," MOUNT AUBURN ST &  Cambridge, MA","Auto","Parked Vehicle",""
12,19,2011," MEMORIAL DR &  Cambridge, MA","Auto","Auto",""
12,20,2011," MOUNT AUBURN ST & Ash St Cambridge, MA","Auto","Parked Vehicle",""
12,20,2011," Massachusetts Ave & HARVARD YARD Cambridge, MA","Auto","Pedestrian",""
12,20,2011," Cambridge St & EIGHTH ST Cambridge, MA","Auto","Auto",""
12,21,2011,"85 Gore St Cambridge, MA","Auto","Parked Vehicle","Rain"
12,21,2011," Massachusetts Ave & Clarendon Ave Cambridge, MA","Auto","Auto","Rain"
12,22,2011," GARDEN ST &  Cambridge, MA","MBTA Bus","Parked Vehicle","Rain"
12,22,2011," MOUNT AUBURN ST &  Cambridge, MA","Taxi","Parked Vehicle","Rain"
12,22,2011," Brattle St & Brown St Cambridge, MA","Auto","Auto","Rain"
12,22,2011," Massachusetts Ave & Arrow St Cambridge, MA","Truck","Truck","Rain"
12,22,2011,"61 KIRKLAND ST Cambridge, MA","Auto","Parked Vehicle","Rain"
12,22,2011,"189 Cambridge St Cambridge, MA","Auto","Auto","Rain"
12,22,2011,"28 William St Cambridge, MA","Auto","Parked Vehicle","Rain"
12,23,2011," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA","Auto","Auto","Rain"
12,23,2011,"850 Cambridge St Cambridge, MA","Auto","Parked Vehicle","Rain"
12,24,2011," Cambridgeside Pl &  Cambridge, MA","Auto","Parked Vehicle",""
12,24,2011,"52 New St Cambridge, MA","Auto","Parked Vehicle",""
12,24,2011,"142 PROSPECT ST Cambridge, MA","Auto","Auto",""
12,24,2011," Cambridgeside Pl &  Cambridge, MA","Auto","Parked Vehicle",""
12,24,2011,"1200 Cambridge St Cambridge, MA","Auto","Parked Vehicle",""
12,25,2011," Massachusetts Ave & ESSEX ST Cambridge, MA","Auto","Auto","Rain-Snow"
12,27,2011," Cambridge St & Trowbridge St Cambridge, MA","Auto","Bicycle","Rain"
12,27,2011," Bishop Allen Dr & ESSEX ST Cambridge, MA","Auto","Parked Vehicle","Rain"
12,27,2011," Massachusetts Ave & Landsdowne St Cambridge, MA","Auto","Pedestrian","Rain"
12,23,2011," Alewife Brook Pky &  Cambridge, MA","Auto","Parked Vehicle","Rain"
12,21,2011," Sidney St & Putnam Ave Cambridge, MA","Auto","Parked Vehicle","Rain"
12,28,2011,"240 Albany St Cambridge, MA","Auto","Bicycle","Rain"
12,29,2011," Cambridge St & OAK ST Cambridge, MA","Auto","Auto",""
12,29,2011,"2 Cambridge Ctr Cambridge, MA","Auto","Auto",""
12,27,2011," Fresh Pond Ln &  Cambridge, MA","Auto","Auto","Rain"
12,30,2011,"1815 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
12,30,2011,"810 MAIN ST Cambridge, MA","Auto","Bicycle",""
12,31,2011,"11 JFK St Cambridge, MA","Auto","Parked Vehicle","Rain"
12,31,2011," GARDEN ST & MASON ST Cambridge, MA","Auto","Auto","Rain"
12,31,2011,"730 MEMORIAL DR Cambridge, MA","Auto","Auto","Rain"
12,1,2011," Acacia St & Bishop Allen Dr Cambridge, MA","Auto","Auto",""
1,8,2011,"601 Massachusetts Ave Cambridge, MA","Taxi","Auto","Fog-Snow"
1,7,2011,"23 Clinton St Cambridge, MA","Auto","Parked Vehicle","Snow"
12,15,2011,"  &  Cambridge, MA","Auto","Parked Vehicle","Rain"
1,24,2011," Third St &  Cambridge, MA","Auto","Auto",""
12,13,2011," Alewife Brook Pky &  Cambridge, MA","Auto","Auto",""
12,28,2011," Massachusetts Ave & Vassar St Cambridge, MA","Auto","Pedestrian","Rain"
11,9,2011," Inman St &  Cambridge, MA","Truck","Parked Vehicle",""
12,20,2011,"324 Broadway Cambridge, MA","Auto","Auto",""
12,18,2011," GREEN ST & Bay St Cambridge, MA","Auto","Auto",""
10,21,2011," MAIN ST & Windsor St Cambridge, MA","Truck","Bicycle",""
8,4,2011," Cambridge St & MAPLE AVE Cambridge, MA","Auto","Parked Vehicle",""
9,3,2011," Brattle St & HAWTHORNE ST Cambridge, MA","Bicycle","Parked Vehicle",""
1,1,2013,"258 PROSPECT ST Cambridge, MA","Auto","Auto",""
1,1,2013,"18 Cushing St Cambridge, MA","Auto","Auto",""
1,1,2013,"51 Blanchard Rd Cambridge, MA","Auto","Parked Vehicle",""
1,2,2013,"770 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle",""
1,2,2013," Massachusetts Ave & Beech St Cambridge, MA","Auto","Auto",""
1,2,2013,"35 DUNSTABLE RD Cambridge, MA","Auto","Parked Vehicle",""
1,2,2013," PROSPECT ST & HARVARD ST Cambridge, MA","Auto","Auto",""
1,2,2013," GARDEN ST &  Cambridge, MA","Auto","Parked Vehicle",""
1,2,2013," GARDEN ST & MASON ST Cambridge, MA","Auto","Auto",""
1,2,2013," MOUNT AUBURN ST & Willard St Cambridge, MA","Auto","Auto",""
1,2,2013,"701 Concord Ave Cambridge, MA","Auto","Auto",""
1,2,2013," Cambridge St & Columbia St Cambridge, MA","Auto","Bicycle",""
1,3,2013," Sixth St & Bent St Cambridge, MA","Auto","Auto",""
1,1,2013,"151 Windsor St Cambridge, MA","Auto","Parked Vehicle",""
1,3,2013," SHERMAN ST & PEMBERTON ST Cambridge, MA","Auto","Parked Vehicle",""
1,3,2013," GOLD STAR RD &  Cambridge, MA","Auto","Parked Vehicle",""
1,4,2013," Windsor St & HARVARD ST Cambridge, MA","Auto","Parked Vehicle",""
1,4,2013," Broadway & Third St Cambridge, MA","Auto","Auto",""
1,4,2013," PURRINGTON ST & Landsdowne St Cambridge, MA","Auto","Auto",""
1,4,2013,"99 Moore St Cambridge, MA","Auto","Parked Vehicle",""
1,5,2013," East St & Monsignor OBrien Hwy Cambridge, MA","Auto","Truck",""
1,5,2013," Bishop Allen Dr & PROSPECT ST Cambridge, MA","Auto","Auto",""
1,1,2013," Cambridge St & Hampshire St Cambridge, MA","Auto","Auto",""
1,7,2013," Broadway & ELLERY ST Cambridge, MA","Auto","Auto",""
1,7,2013," Cambridge St & ROBERTS RD Cambridge, MA","Auto","Auto",""
1,7,2013,"1868 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
1,7,2013," Walden St & Richdale Ave Cambridge, MA","Auto","Pedestrian",""
1,7,2013," IVY ST & GARDEN ST Cambridge, MA","Auto","Parked Vehicle",""
1,7,2013,"142 PROSPECT ST Cambridge, MA","Auto","Auto",""
1,8,2013," Cambridge St & Sixth St Cambridge, MA","Auto","Auto",""
1,5,2013,"812 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle",""
1,7,2013," Porter Sq &  Cambridge, MA","Auto","Parked Vehicle",""
1,9,2013," Massachusetts Ave & PLEASANT ST Cambridge, MA","Auto","Auto","Rain"
1,9,2013,"16 GRISWOLD ST Cambridge, MA","Auto","Parked Vehicle","Rain"
1,8,2013," HOLWORTHY ST &  Cambridge, MA","Auto","Parked Vehicle",""
1,8,2013,"200 Alewife Brook Pky Cambridge, MA","Auto","Pedestrian",""
1,9,2013,"40 Bigelow St Cambridge, MA","Auto","Parked Vehicle","Rain"
1,9,2013," Concord Ave & FAWCETT ST Cambridge, MA","Auto","Auto","Rain"
1,10,2013," Third St & SPRING ST Cambridge, MA","Auto","Truck",""
1,10,2013," Cambridge St & Windsor St Cambridge, MA","Auto","Auto",""
1,11,2013," Bishop Allen Dr & Columbia St Cambridge, MA","Auto","Truck","Rain"
11,11,2013," Thorndike St & Second St Cambridge, MA","Auto","Parked Vehicle",""
1,13,2013," Massachusetts Ave & Lancaster St Cambridge, MA","Auto","Parked Vehicle","Rain"
1,12,2013," MOUNT AUBURN ST & FRESH POND PKY Cambridge, MA","Auto","Auto","Fog-Rain"
1,12,2013," Broadway & Galileo Galilei Way Cambridge, MA","Auto","Pedestrian","Fog-Rain"
1,3,2013," MURRAY HILL RD &  Cambridge, MA","Auto","Parked Vehicle",""
1,14,2013,"233 Alewife Brook Pky Cambridge, MA","Auto","Taxi",""
1,15,2013,"54 ROBERTS RD Cambridge, MA","Auto","Parked Vehicle",""
1,15,2013,"1334 Cambridge St Cambridge, MA","Auto","Bicycle",""
1,15,2013," Broadway & PROSPECT ST Cambridge, MA","Auto","Fixed Object",""
1,15,2013," Massachusetts Ave & GARDEN ST Cambridge, MA","Truck","Auto",""
1,15,2013," Massachusetts Ave & Rindge Ave Cambridge, MA","Auto","Auto",""
1,16,2013,"40 PROSPECT ST Cambridge, MA","Auto","Fixed Object","Fog-Rain-Snow"
1,15,2013," GREEN ST & Brookline St Cambridge, MA","Auto","Parked Vehicle",""
1,16,2013," Cambridge St &  Cambridge, MA","Truck","Auto","Fog-Rain-Snow"
9,16,2013," HURLBUT ST & LINNAEAN ST Cambridge, MA","Auto","Parked Vehicle","Rain"
1,17,2013,"119 Windsor St Cambridge, MA","School Bus","Pedestrian",""
1,16,2013," MARIE AVE & HIGHLAND AVE Cambridge, MA","Auto","Parked Vehicle","Fog-Rain-Snow"
1,17,2013," Massachusetts Ave & Rindge Ave Cambridge, MA","Auto","Parked Vehicle",""
1,18,2013,"35 SCIARAPPA ST Cambridge, MA","Auto","Parked Vehicle",""
1,18,2013," FULKERSON ST & Binney St Cambridge, MA","Auto","Auto",""
1,18,2013," PROSPECT ST & Bishop Allen Dr Cambridge, MA","Auto","Pedestrian",""
1,18,2013," Binney St & Third St Cambridge, MA","Auto","Fixed Object",""
1,18,2013,"131 SHERMAN ST Cambridge, MA","Auto","Parked Vehicle",""
1,19,2013," MEMORIAL DR & River St Cambridge, MA","Auto","Auto",""
1,20,2013,"9 PLYMOUTH ST Cambridge, MA","Auto","Parked Vehicle",""
12,21,2013,"52 FAYETTE ST Cambridge, MA","Auto","Parked Vehicle",""
1,21,2013,"57 GROZIER RD Cambridge, MA","Auto","Auto","Snow"
1,21,2013," River St & Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle","Snow"
1,21,2013," Portland St & MAIN ST Cambridge, MA","Auto","Auto","Snow"
1,22,2013," Massachusetts Ave & Albany St Cambridge, MA","Auto","Auto","Snow"
1,23,2013,"362 Rindge Ave Cambridge, MA","School Bus","Auto",""
1,23,2013," Massachusetts Ave & ELLERY ST Cambridge, MA","Auto","Auto",""
1,23,2013," SCIARAPPA ST &  Cambridge, MA","Auto","Parked Vehicle",""
1,24,2013," HURON AVE & Appleton St Cambridge, MA","Auto","Parked Vehicle",""
1,24,2013,"364 HURON AVE Cambridge, MA","Auto","Parked Vehicle",""
1,24,2013," Washington Ave & Columbia St Cambridge, MA","Auto","Parked Vehicle",""
1,25,2013," Brattle St & Channing St Cambridge, MA","Auto","Parked Vehicle","Snow"
1,19,2013,"1 White St Cambridge, MA","Auto","Parked Vehicle",""
1,25,2013," IRVING ST & Kirkland Rd Cambridge, MA","Auto","School Bus","Snow"
1,25,2013,"11 Ware St Cambridge, MA","Auto","Auto","Snow"
1,25,2013,"333 Webster Ave Cambridge, MA","Auto","Auto","Snow"
1,25,2013," Massachusetts Ave & DAY ST Cambridge, MA","Auto","Pedestrian","Snow"
1,25,2013," Charles St & FIRST ST Cambridge, MA","Auto","Auto","Snow"
1,25,2013," JFK St & Brattle St Cambridge, MA","Auto","Auto","Snow"
1,25,2013," LINE ST &  Cambridge, MA","Auto","Parked Vehicle","Snow"
1,25,2013,"22 Rockwell St Cambridge, MA","Auto","Parked Vehicle","Snow"
1,25,2013," Massachusetts Ave & EVERETT ST Cambridge, MA","Auto","Taxi","Snow"
1,25,2013,"96 Berkshire St Cambridge, MA","Auto","Parked Vehicle","Snow"
1,26,2013," Aberdeen Way & MOUNT AUBURN ST Cambridge, MA","Auto","Fixed Object","Snow"
1,26,2013," Portland St & Hampshire St Cambridge, MA","Auto","Taxi","Snow"
1,27,2013," Massachusetts Ave & DOUGLASS ST Cambridge, MA","Auto","Pedestrian",""
1,28,2013," HOWARD ST & KINNAIRD ST Cambridge, MA","Bus (Other)","Parked Vehicle","Rain-Snow"
1,28,2013," Broadway & ELLERY PL Cambridge, MA","Auto","Bicycle","Rain-Snow"
1,28,2013,"364 Rindge Ave Cambridge, MA","Auto","Parked Vehicle","Rain-Snow"
1,29,2013," Webster Ave & PLYMOUTH ST Cambridge, MA","Auto","Auto","Rain-Snow"
1,29,2013," FAYETTE ST &  Cambridge, MA","Auto","Pedestrian","Rain-Snow"
1,26,2013,"10 Arlington St Cambridge, MA","Auto","Parked Vehicle","Snow"
1,30,2013," GARDEN ST & Appian Way Cambridge, MA","Auto","Pedestrian","Rain"
1,30,2013," Alewife Brook Pky & Concord Ave Cambridge, MA","Auto","Auto","Rain"
1,30,2013,"730 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle","Rain"
1,30,2013," Massachusetts Ave & Sidney St Cambridge, MA","Auto","Parked Vehicle","Rain"
1,30,2013," MAGAZINE ST & Chestnut St Cambridge, MA","Auto","Auto","Rain"
1,30,2013," Cambridge St & ELM ST Cambridge, MA","Bicycle","Taxi","Rain"
1,31,2013,"266 Massachusetts Ave Cambridge, MA","Auto","Pedestrian","Rain"
1,23,2013," Massachusetts Ave & Bigelow St Cambridge, MA","Auto","Auto",""
1,29,2013,"50 FOLLEN ST Cambridge, MA","Auto","Parked Vehicle","Rain-Snow"
1,31,2013," Massachusetts Ave & DUNSTER ST Cambridge, MA","Auto","Pedestrian","Rain"
1,31,2013,"14 Cambridge St Cambridge, MA","Auto","Pedestrian","Rain"
1,31,2013," HOLDEN ST &  Cambridge, MA","Auto","Parked Vehicle","Rain"
1,31,2013," Bishop Allen Dr & Inman St Cambridge, MA","Auto","Auto","Rain"
1,31,2013," Galileo Galilei Way & Broadway Cambridge, MA","Auto","Pedestrian","Rain"
1,31,2013," PLYMPTON ST & MILL ST Cambridge, MA","Taxi","Pedestrian","Rain"
2,1,2013," Brookline St & ERIE ST Cambridge, MA","Auto","Pedestrian",""
2,1,2013,"24 JEFFERSON ST Cambridge, MA","Auto","Parked Vehicle",""
2,1,2013,"215 Hampshire St Cambridge, MA","Taxi","Bicycle",""
2,1,2013," Kendall Sq & Binney St Cambridge, MA","Auto","Parked Vehicle",""
2,2,2013,"496 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle",""
2,3,2013," OXFORD AVE & Wendell St Cambridge, MA","Auto","Pedestrian","Snow"
2,3,2013," Inman St & Broadway Cambridge, MA","Auto","Auto","Snow"
2,3,2013," Brattle St & FARWELL PL Cambridge, MA","Auto","Auto","Snow"
2,3,2013,"1431 Cambridge St Cambridge, MA","Taxi","Bicycle","Snow"
2,4,2013," Putnam Ave & PLEASANT ST Cambridge, MA","Auto","Taxi",""
2,1,2013," Massachusetts Ave & PLEASANT ST Cambridge, MA","Auto","Auto",""
2,1,2013,"6 Bennett St Cambridge, MA","Auto","Auto",""
